39	1
229	1
319	1
398	1
615	1
754	1
769	1
784	1
143	2
311	2
540	2
561	2
576	2
631	2
661	2
697	2
702	2
69	3
85	3
128	3
336	3
380	3
391	3
454	3
479	3
544	3
575	3
588	3
613	3
670	3
5	4
11	4
24	4
75	4
77	4
114	4
161	4
213	4
257	4
324	4
341	4
440	4
637	4
639	4
687	4
731	4
162	5
270	5
276	5
280	5
445	5
475	5
558	5
589	5
675	5
726	5
759	5
10	6
217	6
286	6
304	6
315	6
422	6
554	6
579	6
635	6
711	6
83	7
108	7
295	7
334	7
347	7
386	7
398	7
498	7
572	7
653	7
718	7
771	7
5	8
33	8
126	8
178	8
270	8
279	8
431	8
467	8
501	8
557	8
166	9
328	9
347	9
479	9
502	9
550	9
641	9
741	9
761	9
89	10
130	10
206	10
210	10
338	10
445	10
451	10
17	11
139	11
551	11
689	11
207	12
225	12
228	12
235	12
410	12
473	12
519	12
567	12
690	12
35	13
92	13
278	13
450	13
547	13
638	13
741	13
27	14
45	14
58	14
61	14
187	14
202	14
371	14
508	14
526	14
693	14
706	14
6	15
66	15
251	15
317	15
339	15
517	15
620	15
642	15
696	15
702	15
719	15
740	15
191	16
317	16
353	16
397	16
483	16
669	16
676	16
699	16
709	16
100	17
145	17
184	17
207	17
208	17
261	17
278	17
315	17
375	17
549	17
573	17
622	17
698	17
723	17
754	17
780	17
16	18
43	18
128	18
287	18
316	18
355	18
438	18
520	18
729	18
738	18
747	18
77	19
209	19
297	19
314	19
447	19
492	19
531	19
535	19
541	19
564	19
663	19
726	19
50	20
79	20
293	20
298	20
349	20
481	20
516	20
578	20
637	20
646	20
667	20
6	21
7	21
12	21
25	21
45	21
68	21
146	21
217	21
353	21
415	21
448	21
532	21
583	21
734	21
42	22
59	22
192	22
222	22
226	22
382	22
442	22
459	22
698	22
167	23
271	23
416	23
421	23
454	23
478	23
633	23
61	24
118	24
121	24
138	24
141	24
267	24
287	24
309	24
382	24
482	24
727	24
758	24
787	24
265	25
380	25
423	25
513	25
593	25
95	26
101	26
102	26
191	26
396	26
481	26
507	26
515	26
552	26
664	26
8	27
33	27
76	27
355	27
455	27
499	27
612	27
620	27
662	27
756	27
56	28
229	28
266	28
453	28
500	28
570	28
684	28
139	29
199	29
216	29
412	29
593	29
596	29
643	29
663	29
62	30
285	30
376	30
601	30
775	30
83	31
173	31
285	31
427	31
506	31
686	31
94	32
132	32
247	32
391	32
675	32
750	32
22	33
362	33
376	33
389	33
419	33
423	33
506	33
644	33
653	33
693	33
721	33
729	33
736	33
765	33
782	33
789	33
278	34
314	34
319	34
377	34
403	34
447	34
463	34
486	34
503	34
517	34
526	34
578	34
606	34
20	35
35	35
114	35
117	35
133	35
138	35
373	35
388	35
468	35
507	35
602	35
675	35
36	36
131	36
199	36
274	36
434	36
579	36
737	36
770	36
179	37
195	37
202	37
257	37
434	37
436	37
533	37
547	37
577	37
635	37
638	37
651	37
712	37
194	38
603	38
628	38
